locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
"Blue Monarch, Marol",Mumbai,east,operational,Airport Road,yes,MIDC Andheri East,0.53,blue,0.6,yes,yes,TRUE,MIDC - Andheri,0.53,0-3km,21,Andheri,3.33,3.11,13,46,5,19.1144347,72.8776145,20.03,K/E Ward,Maharashtra,1,6/16/2022,6/16/2022,high,Marol Village,place/neighbourhood,Marol,2022,4/13/2022
"Bombay Dyeing Two ICC, Dadar East",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,2.63,blue,9.76,yes,no,FALSE,Dadar,0.97,0-3km,5,Dadar,0.51,7.96,85,96,10,19.0200578,72.8475907,9.13,F/N Ward,Maharashtra,3,5/14/2022,7/9/2022,high,Dadar Hindu Colony,place/neighbourhood,Dadar East,2022,4/13/2022
"Bombay Dyeing Two ICC, Dadar TT Circle",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,2.47,blue,9.94,yes,no,FALSE,Dadar,1.11,0-3km,4,Dadar East,0.5,8.2,81,90,10,19.0178314,72.8478234,8.88,F/N Ward,Maharashtra,1,5/25/2022,5/25/2022,low,Khodadad Circle,leisure/garden,Dadar TT Circle,2022,4/13/2022
Borivali East,Mumbai,north,operational,Devipada,yes,Mindspace Malad,5.22,red,0.39,yes,yes,TRUE,Devipada,0.39,3-6km,0,Borivali,0.55,15.19,8,106,14,19.2267228,72.8619328,32.14,R/C Ward,Maharashtra,4,5/23/2022,6/23/2022,high,Borivali East,place/suburb,Borivali East,2022,4/13/2022
Borivali West,Mumbai,north,operational,Borivali (West),yes,Mindspace Malad,5.27,yellow,0,yes,yes,TRUE,Borivali (West),0,3-6km,0,Borivali,1.75,15.87,20,80,14,19.2313925,72.8408607,32.54,R/C Ward,Maharashtra,4,4/28/2022,6/28/2022,medium,Borivali (West),railway/station,Borivali West,2022,4/13/2022
Breach Candy,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,4.39,blue,16.77,yes,no,FALSE,Grant Road,1.64,3-6km,1,Grant Road,1.44,14.53,40,47,5,18.9714363,72.8051492,4.83,D Ward,Maharashtra,4,6/23/2022,7/1/2022,high,Breach Candy,place/neighbourhood,Breach Candy,2022,4/13/2022
buena vista,Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.56,blue,13.1,yes,no,FALSE,Worli,0.59,0-3km,3,Lower Parel,1.83,10.74,23,14,6,19.0045679,72.8156193,7.6,G/S Ward,Maharashtra,1,7/9/2022,7/9/2022,low,Buena Vista,building/apartments,buena vista,2022,4/13/2022
Byculla West,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,3.11,blue,14.98,yes,no,FALSE,Mahalaxmi,0.57,3-6km,1,Byculla,0.51,13.3,51,61,5,18.9750879,72.8282502,4.1,E Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Byculla West,place/suburb,Byculla West,2022,4/13/2022
Carter Road,Mumbai,west,none,Western Express Highway,yes,Bandra Kurla Complex,4.6,blue,7,no,no,TRUE,Bandra Colony,2.99,3-6km,6,Khar Road,2,5.31,31,43,4,19.061761,72.8222815,13.74,Bandra West,Maharashtra,1,6/3/2022,6/3/2022,low,Carter Road,highway/secondary,Carter Road,2022,4/13/2022
"Celestia Spaces, Balkrishna Dadu Karade Chowk",Mumbai,south,none,Ghatkopar L1,yes,Lower Parel Business District,2.13,blue,12.16,no,no,TRUE,Science Centre,2.79,0-3km,2,Mint Colony,0.49,10.88,19,33,0,18.9933526,72.8477938,6.2,F/S Ward,Maharashtra,1,6/20/2022,6/20/2022,medium,Celestia Spaces,landuse/residential,Celestia Spaces,2022,4/13/2022
Central Area,Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,1.99,blue,4,no,no,TRUE,Aarey JVLR,3.49,0-3km,14,Kanjur Marg,1.16,7,38,21,20,19.1264711,72.9172833,22.57,S Ward,Maharashtra,2,5/14/2022,6/17/2022,low,Estate Office (Central Area),building/office,Central Area,2022,4/13/2022
Central Avenue Road,Mumbai,south,none,Ghatkopar L1,no,Bandra Kurla Complex,8.64,blue,9.1,no,no,TRUE,Deonar,4.42,6km+,0,Mysore Colony,3.55,10.94,0,0,0,19.0051071,72.9152702,11.18,M/E Ward,Maharashtra,2,5/31/2022,7/6/2022,low,Central Avenue New Mandala Road,highway/tertiary,Central Avenue Road,2022,4/13/2022
Century Bazaar,Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,7/7/2022,7/7/2022,none,,,,2022,4/13/2022
"Chaitanya Towers, Prabhadevi",Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,1.35,blue,11.48,yes,no,FALSE,Siddhivinayak Temple,0.33,0-3km,4,Prabhadevi,1.17,9.14,47,48,5,19.0148811,72.8279556,8.5,G/S Ward,Maharashtra,2,6/4/2022,6/8/2022,high,Prabhadevi,place/suburb,Prabhadevi,2022,4/13/2022
Chakala,Mumbai,east,operational,Western Express Highway,yes,SEEPZ Andheri East,0.8,blue,0.57,yes,yes,TRUE,Western Express Highway,0.57,0-3km,16,Andheri,1.69,2.8,29,68,3,19.1152873,72.8618085,19.82,K/E Ward,Maharashtra,2,6/28/2022,7/1/2022,high,Chakala,place/neighbourhood,Chakala,2022,4/13/2022
chakala andheri east,Mumbai,south,operational,Western Express Highway,yes,SEEPZ Andheri East,1.01,blue,0.89,yes,yes,TRUE,Gundavali,0.82,0-3km,16,Andheri,1.87,2.06,28,75,5,19.1084739,72.8597027,19.04,K/E Ward,Maharashtra,1,4/27/2022,4/27/2022,high,Chakala Village,place/neighbourhood,chakala andheri east,2022,4/13/2022
Chakala Cigarette Factory,Mumbai,south,operational,Western Express Highway,yes,SEEPZ Andheri East,1.06,blue,0.98,yes,yes,TRUE,Gundavali,0.88,0-3km,14,Vile Parle,1.74,1.96,26,74,5,19.107299,72.8585798,18.89,K/E Ward,Maharashtra,1,5/1/2022,5/1/2022,low,,building/yes,Chakala Cigarette Factory,2022,4/13/2022
"Challenger Tower, Thakur Village, Kandivali East",Mumbai,north,operational,Magathane,yes,Mindspace Malad,4.63,red,1.24,yes,yes,TRUE,Magathane,1.24,3-6km,0,Kandivali,2.62,13.36,5,24,7,19.2097189,72.8759248,30.42,R/S Ward,Maharashtra,2,5/20/2022,6/23/2022,high,Thakur Village,place/suburb,Thakur Village,2022,4/13/2022
"Chanchal Kalyan Complex, Yari Road",Mumbai,west,operational,Versova,yes,Nirlon Knowledge Park,4.85,blue,1.38,yes,yes,TRUE,Versova,1.38,3-6km,6,Jogeshwari (Western Line),4.01,7.61,13,39,8,19.1377216,72.8108361,22.27,K/W Ward,Maharashtra,1,6/2/2022,6/2/2022,medium,Kalyan Complex Riddhi Siddhi Vriddhi,landuse/residential,Chanchal Kalyan Complex,2022,4/13/2022
Chandivali,Mumbai,east,operational,Saki Naka,yes,Hiranandani Business Park Powai,1.44,blue,0.93,yes,yes,TRUE,Saki Naka,0.93,0-3km,19,Ghatkopar,2.98,3.94,14,36,13,19.1091482,72.8945793,19.94,L Ward,Maharashtra,8,5/11/2022,7/9/2022,high,Chandivali,place/suburb,Chandivali,2022,4/13/2022
Charkop,Mumbai,north,operational,Kandivali (West),yes,Mindspace Malad,3.72,yellow,1.2,yes,yes,TRUE,Kandivali (West),1.2,3-6km,0,Kandivali,2.94,14.32,17,32,8,19.2141193,72.8258652,30.63,R/S Ward,Maharashtra,3,5/25/2022,7/6/2022,high,Charkop,place/suburb,Charkop,2022,4/13/2022
Charkop Sector 6,Mumbai,north,operational,Shimpoli,yes,Mindspace Malad,4.6,yellow,0.81,yes,yes,TRUE,Shimpoli,0.81,3-6km,0,Borivali,2.55,15.28,21,45,8,19.224787,72.8335467,31.8,R/C Ward,Maharashtra,1,7/6/2022,7/6/2022,low,RCS Road Number 6,highway/residential,Charkop Sector 6,2022,4/13/2022
Chembur,Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,19,5/14/2022,7/7/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
Chembur East,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,4.56,blue,5.74,yes,no,FALSE,Shivaji Chowk (Chembur),1.79,3-6km,4,Bharat Petroleum,0.17,6.83,12,27,7,19.0366683,72.8947992,12.55,M/E Ward,Maharashtra,4,5/26/2022,7/5/2022,low,Brainwonders Chembur,healthcare/counselling,Chembur East,2022,4/13/2022
"Chembur Heights, Sindhi Society Chembur",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.05,blue,4.46,yes,no,FALSE,Chembur,0.54,3-6km,6,VNP & RC Marg Junction,0.58,5.16,29,82,8,19.0508747,72.8890543,13.68,M/W Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Sindhi Society,place/neighbourhood,Chembur Heights Sindhi Society Chembur,2022,4/13/2022
Chikuwadi,Mumbai,east,under_construction,Ghatkopar L1,yes,Godrej One Vikhroli,4.79,blue,3.62,yes,no,FALSE,Mankhurd,1.4,3-6km,4,Mankhurd,1.52,7.75,18,26,7,19.0617883,72.9302663,16.93,M/E Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Chikalwadi,place/neighbourhood,Chikuwadi,2022,4/13/2022
Chinmay Gaurang Infrastructure Old Panvel,Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,6/27/2022,6/27/2022,none,,,,2022,4/13/2022
Chirag Nagar,Mumbai,east,operational,Jagruti Nagar,yes,Hiranandani Business Park Powai,2.66,blue,0.53,yes,yes,TRUE,Jagruti Nagar,0.53,0-3km,13,Ghatkopar,0.8,4.02,18,89,14,19.0878678,72.9010736,17.96,N Ward,Maharashtra,1,5/11/2022,5/11/2022,medium,Chirag Nagar Police Colony,landuse/residential,Chirag Nagar,2022,4/13/2022
Collector Colony,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.82,blue,5.13,yes,no,FALSE,Chembur,1.21,3-6km,4,Fertilizer Township,0.19,6.04,17,52,9,19.0432474,72.8918081,13.04,M/W Ward,Maharashtra,2,5/14/2022,6/30/2022,high,Collector Colony,place/neighbourhood,Collector Colony,2022,4/13/2022
"Conwood Astoria, Film City Road",Mumbai,east,none,Aarey,yes,Nirlon Knowledge Park,3.9,red,3.54,no,no,TRUE,Aarey JVLR,3.15,3-6km,7,Ram Mandir,4.3,8.1,4,11,0,19.1582019,72.8903556,25.07,P/N Ward,Maharashtra,1,5/31/2022,5/31/2022,low,Dadasaheb Phalke Chitranagari,amenity/studio,Film City Road,2022,4/13/2022
"Conwood Astoria, Goregaon East",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
"Cosmopolis Tower, Andheri West",Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,5/27/2022,5/27/2022,high,Andheri West,place/suburb,Andheri West,2022,4/13/2022
"Crescent Bay Callisto, Parel",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,1.42,blue,11.1,yes,no,FALSE,Siddhivinayak Temple,1.47,0-3km,3,Parel,0.52,9.34,64,73,5,19.0084268,72.842505,7.78,F/S Ward,Maharashtra,2,5/31/2022,5/31/2022,high,Parel,place/suburb,Parel,2022,4/13/2022
"Crescent Bay T3, Bhoiwada",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,1.67,blue,11.17,yes,no,FALSE,Siddhivinayak Temple,1.99,0-3km,3,Ambedkar Nagar,0.43,9.62,49,56,1,19.0050981,72.846061,7.46,F/S Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Bhoiwada,place/neighbourhood,Bhoiwada,2022,4/13/2022
"Crescent Solitaire, Sakinaka Junction",Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,2,5/19/2022,6/1/2022,none,,,,2022,4/13/2022
Cuffe Parade,Mumbai,south,under_construction,Ghatkopar L1,yes,Nariman Point CBD,1.35,blue,21.19,yes,no,FALSE,Cuffe Parade,0.31,0-3km,0,Churchgate,2.36,19.93,20,15,7,18.9157866,72.8189036,3.09,A Ward,Maharashtra,1,5/25/2022,5/25/2022,high,Cuffe Parade,place/neighbourhood,Cuffe Parade,2022,4/13/2022
D.N. Nagar,Mumbai,west,operational,D. N. Nagar,yes,SEEPZ Andheri East,2.87,blue,0,yes,yes,TRUE,D. N. Nagar,0,0-3km,14,Andheri,1.95,5.46,32,86,18,19.1282826,72.8302354,21.08,K/W Ward,Maharashtra,2,4/29/2022,7/3/2022,medium,D.N. Nagar,railway/station,D.N. Nagar,2022,4/13/2022
Dadar East,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,2.63,blue,9.76,yes,no,FALSE,Dadar,0.97,0-3km,5,Dadar,0.51,7.96,85,96,10,19.0200578,72.8475907,9.13,F/N Ward,Maharashtra,2,5/13/2022,5/18/2022,high,Dadar Hindu Colony,place/neighbourhood,Dadar East,2022,4/13/2022
Dadar West,Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,2.47,blue,10.03,yes,no,FALSE,Dadar,0.11,0-3km,6,Dadar,0.71,7.81,71,75,9,19.0238887,72.8382236,9.47,G/N Ward,Maharashtra,1,7/5/2022,7/5/2022,high,Dadar West,place/suburb,Dadar West,2022,4/13/2022
Dahisar East,Mumbai,north,operational,Dahisar (East) [Line 7],no,Mindspace Malad,7.58,yellow,0.35,yes,yes,TRUE,Dahisar (East) [Line 7],0.35,6km+,0,Dahisar,0.47,17.63,8,56,5,19.2486925,72.8640593,34.59,R/N Ward,Maharashtra,3,6/8/2022,6/27/2022,high,Dahisar East,place/suburb,Dahisar East,2022,4/13/2022
Dahisar West,Mumbai,north,operational,Mandapeshwar - I.C. Colony,no,Mindspace Malad,7.32,yellow,0.76,yes,yes,TRUE,Mandapeshwar - I.C. Colony,0.76,6km+,0,Dahisar,0.7,17.68,8,61,3,19.248875,72.852959,34.53,R/N Ward,Maharashtra,1,5/31/2022,5/31/2022,high,Dahisar West,place/suburb,Dahisar West,2022,4/13/2022
darshan ricco Tower,Mumbai,east,none,Magathane,yes,Wagle Estate Thane,1.26,red,10.27,no,no,TRUE,Azad Nagar Bus Stop,4.98,0-3km,5,Thane,1.98,16.08,20,122,15,19.1995926,72.9629415,31.95,Panch Pakadi,Maharashtra,1,5/27/2022,5/27/2022,low,,historic/monument,darshan ricco Tower,2022,4/13/2022
Datta Pada,Mumbai,north,none,Kandarpada,no,Mindspace Malad,28.7,yellow,20.76,no,no,TRUE,Kashigaon,19.16,6km+,0,Virar,1.99,39.3,0,20,0,19.441645,72.8240682,55.93,Virar East,Maharashtra,1,7/7/2022,7/7/2022,low,Datta Mandir,amenity/place_of_worship,Datta Pada,2022,4/13/2022
Dattani Park,Mumbai,north,operational,Magathane,yes,Mindspace Malad,4.51,red,0.57,yes,yes,TRUE,Magathane,0.57,3-6km,0,Borivali,2.24,13.72,6,32,9,19.2133591,72.870794,30.76,R/S Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Dattani Park,place/neighbourhood,Dattani Park,2022,4/13/2022
"DB Ozone, Mira Road",Mumbai,north,none,Kandarpada,no,Mindspace Malad,10.97,yellow,2.85,no,no,TRUE,Kashigaon,2.58,6km+,0,Mira Road,0,21.31,8,40,5,19.2816975,72.8560676,38.19,Mira,Maharashtra,2,4/27/2022,6/29/2022,medium,Mira Road,railway/station,Mira Road,2022,4/13/2022
"DB Woods, Gokuldham",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,2.56,red,1.01,yes,yes,TRUE,Aarey,1.01,0-3km,3,Goregaon,2.1,9.32,13,51,5,19.1738527,72.8670935,26.35,P/S Ward,Maharashtra,4,5/18/2022,7/9/2022,high,Gokuldham,place/neighbourhood,Gokuldham,2022,4/13/2022
"Deep Heights, Nalasopara",Mumbai,north,none,Kandarpada,no,Mindspace Malad,26.38,yellow,18.49,no,no,TRUE,Kashigaon,17.1,6km+,0,Nalla Sopara,0.29,37,4,42,6,19.4203577,72.8194857,53.57,Vasai-Virar,Maharashtra,1,5/25/2022,5/25/2022,low,Nala Sopara,place/borough,Nalasopara,2022,4/13/2022
Deonar,Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,4.68,blue,4.36,yes,no,FALSE,Shivaji Chowk (Chembur),0.19,3-6km,5,VNP & RC Marg Junction,1.28,6.49,36,79,15,19.0475502,72.9051895,14.14,M/W Ward,Maharashtra,1,5/31/2022,5/31/2022,high,Deonar,place/suburb,Deonar,2022,4/13/2022
Devi Pada,Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,5/19/2022,5/19/2022,none,,,,2022,4/13/2022
Dhanukar Wadi,Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,2.6,yellow,0.35,yes,yes,TRUE,Dahanukarwadi,0.35,0-3km,1,Kandivali,1.48,13.28,26,87,10,19.207197,72.837984,29.85,R/S Ward,Maharashtra,1,5/25/2022,5/25/2022,low,Dhanukar Wadi Dispensary,amenity/clinic,Dhanukar Wadi,2022,4/13/2022
"Dheeraj Hill View Tower, Thakur Village, Kandivali East",Mumbai,north,operational,Magathane,yes,Mindspace Malad,4.63,red,1.24,yes,yes,TRUE,Magathane,1.24,3-6km,0,Kandivali,2.62,13.36,5,24,7,19.2097189,72.8759248,30.42,R/S Ward,Maharashtra,1,6/11/2022,6/11/2022,high,Thakur Village,place/suburb,Thakur Village,2022,4/13/2022
"Dheeraj Insignia Apartment, Bandra Kurla Complex",Mumbai,south,under_construction,Asalpha,yes,Bandra Kurla Complex,0,blue,4.47,yes,no,FALSE,Bandra Kurla Complex (BKC),1.36,0-3km,11,Kurla,1.44,2.58,18,42,5,19.067115,72.8657245,14.62,H/E Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Bandra Kurla Complex,place/suburb,Bandra Kurla Complex,2022,4/13/2022
"Dheeraj Kiran CHS Walad West, Sunder Nagar",Mumbai,north,operational,Aarey,yes,Mindspace Malad,1.19,red,1.94,yes,yes,TRUE,Lower Malad,0.45,0-3km,5,Goregaon,1.31,9.53,14,71,13,19.1732766,72.8407686,26.08,P/S Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Sunder Nagar,place/locality,Sunder Nagar,2022,4/13/2022
"Dheeraj Swapna Apartment, Pali Hill",Mumbai,west,under_construction,Western Express Highway,yes,Bandra Kurla Complex,4.07,blue,6.45,yes,no,FALSE,Bandra Colony,2.41,3-6km,6,Khar Road,1.42,4.7,38,48,7,19.0649126,72.8270326,14.05,H/W Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Pali Hill,place/neighbourhood,Pali Hill,2022,4/13/2022
"Dheeraj Valley Tower, Goregaon East",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,1,6/30/2022,6/30/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
"diamond garden, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,1,6/7/2022,6/7/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
"diamond garden, Chembur East",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,4.16,blue,3.94,yes,no,FALSE,Diamond Garden,0,3-6km,5,VNP & RC Marg Junction,0.8,5.92,35,82,16,19.0517191,72.9018378,14.37,M/W Ward,Maharashtra,2,5/31/2022,6/16/2022,medium,Diamond Garden,railway/station,diamond garden,2022,4/13/2022
Dina Bama Estate,Mumbai,east,none,Jagruti Nagar,yes,Godrej One Vikhroli,4.02,blue,6.45,no,no,TRUE,Aarey JVLR,5.64,3-6km,6,Bhandup,0.3,9.57,15,39,2,19.1401586,72.9370703,24.81,S Ward,Maharashtra,1,5/27/2022,5/27/2022,high,Dina Bama Estate,place/locality,Dina Bama Estate,2022,4/13/2022
"DLH Orchid, Andheri West",Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Andheri West,place/suburb,Andheri West,2022,4/13/2022
"DLH Orchid, Lokhandwala Complex",Mumbai,west,operational,Versova,yes,Nirlon Knowledge Park,3.29,blue,1.47,yes,yes,TRUE,Lower Oshiwara,0.79,3-6km,7,Jogeshwari (Harbour Line),2.62,7.13,28,67,21,19.1430985,72.8246055,22.75,K/W Ward,Maharashtra,1,6/28/2022,6/28/2022,high,Lokhandwala Complex,place/neighbourhood,Lokhandwala Complex,2022,4/13/2022
"Dosti Ambrosia, Wadala East",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,2.97,blue,9.65,yes,no,FALSE,Dadar,1.88,0-3km,3,Dadar East,0.3,8.3,60,64,7,19.0158783,72.8550732,8.82,F/N Ward,Maharashtra,1,6/9/2022,6/9/2022,high,Wadala Village,place/neighbourhood,Wadala East,2022,4/13/2022
"Dosti Flamingo, Sewri",Mumbai,south,none,Ghatkopar L1,yes,Lower Parel Business District,2.52,blue,11.04,no,no,TRUE,Dadar,2.93,0-3km,3,Sewri,0.29,9.91,23,36,0,19.001418,72.8542575,7.24,F/S Ward,Maharashtra,1,6/29/2022,6/29/2022,high,Sewri,place/suburb,Sewri,2022,4/13/2022
"Dr Babasaheb Ambedkar Road, Mumbai",Mumbai,south,under_construction,Asalpha,yes,Bandra Kurla Complex,1.4,blue,5.34,yes,no,FALSE,Bandra Kurla Complex (BKC),1.65,0-3km,7,Chuna Bhatti,0.36,3.96,18,39,3,19.054999,72.8692035,13.4,,Maharashtra,1,6/23/2022,6/23/2022,medium,Mumbai,place/city,Mumbai,2022,4/13/2022
"Dreams Complex, Bhandup West",Mumbai,east,none,Saki Naka,yes,Godrej One Vikhroli,4.64,blue,6.78,no,no,TRUE,Aarey JVLR,5.5,3-6km,6,Bhandup,0.55,9.73,20,42,4,19.1462636,72.9339461,25.29,S Ward,Maharashtra,1,6/12/2022,6/12/2022,high,Bhandup West,place/suburb,Bhandup West,2022,4/13/2022
"Dsk Madhuban, Sakinaka Junction",Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,6/14/2022,6/14/2022,none,,,,2022,4/13/2022
"Eco Residency, Andheri East",Mumbai,west,operational,Western Express Highway,yes,SEEPZ Andheri East,0,blue,0.23,yes,yes,TRUE,Gundavali,0.18,0-3km,15,Andheri,0.92,3,36,92,5,19.1158835,72.854202,19.79,K/E Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Andheri East,place/suburb,Andheri East,2022,4/13/2022
"Ekta Legranz, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,1,5/17/2022,5/17/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
"Ekta Meadows, Borivali East",Mumbai,north,operational,Devipada,yes,Mindspace Malad,5.22,red,0.39,yes,yes,TRUE,Devipada,0.39,3-6km,0,Borivali,0.55,15.19,8,106,14,19.2267228,72.8619328,32.14,R/C Ward,Maharashtra,2,6/8/2022,6/9/2022,high,Borivali East,place/suburb,Borivali East,2022,4/13/2022
Ekta Nagar,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,4.2,blue,14.87,yes,no,FALSE,Mahalaxmi,2.36,3-6km,1,Dockyard Road,0.06,13.78,20,32,3,18.9674951,72.843985,3.32,E Ward,Maharashtra,1,6/22/2022,6/22/2022,high,Ekta Nagar,place/neighbourhood,Ekta Nagar,2022,4/13/2022
"Ekta Parksville, Virar West",Mumbai,north,none,Kandarpada,no,Mindspace Malad,30.18,yellow,22.37,no,no,TRUE,Kashigaon,21.04,6km+,0,Virar,0.67,40.83,3,37,6,19.4533576,72.8057966,57.3,Vasai-Virar,Maharashtra,1,6/27/2022,6/27/2022,low,Virar West,place/suburb,Virar West,2022,4/13/2022
"Ekta Trinity, Santacruz West",Mumbai,west,under_construction,Western Express Highway,yes,Bandra Kurla Complex,3.55,blue,4.04,yes,no,FALSE,Santacruz,1.18,3-6km,10,Santa Cruz,0.57,2.77,22,60,9,19.0844004,72.8372899,16.19,H/W Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Santacruz West,place/suburb,Santacruz West,2022,4/13/2022
"Everard Nagar Co Operative Housing Society, Sion East",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,2.7,blue,6.63,yes,no,FALSE,Dharavi,1.69,0-3km,6,Sion,0.47,5.27,35,42,3,19.0428153,72.8653563,11.99,F/N Ward,Maharashtra,1,6/13/2022,6/13/2022,high,Sion East,place/suburb,Sion East,2022,4/13/2022
"Evershine Grandeur, Mindspace",Mumbai,east,none,Ghatkopar L1,yes,Vashi Business District,4.01,blue,12.79,no,no,TRUE,CBD Belapur,3.91,3-6km,2,Juinagar,0.74,17.46,26,17,4,19.0523195,73.0241788,23.52,Juinagar,Maharashtra,1,6/20/2022,6/20/2022,low,Mindspace - Juinagar,landuse/commercial,Mindspace,2022,4/13/2022
"Evershine Millenium Paradise, Thakur Village, Kandivali East",Mumbai,north,operational,Magathane,yes,Mindspace Malad,4.63,red,1.24,yes,yes,TRUE,Magathane,1.24,3-6km,0,Kandivali,2.62,13.36,5,24,7,19.2097189,72.8759248,30.42,R/S Ward,Maharashtra,2,5/18/2022,6/21/2022,high,Thakur Village,place/suburb,Thakur Village,2022,4/13/2022
Evershine Nagar,Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,1.17,yellow,1.73,yes,yes,TRUE,Valnai-Meeth Chowky,0.68,0-3km,3,Malad,1.74,11.63,26,82,11,19.1907836,72.8326337,28.02,P/N Ward,Maharashtra,1,7/7/2022,7/7/2022,low,Evershine Nagar Road,highway/residential,Evershine Nagar,2022,4/13/2022
